expression; size; sliced on; concrete slice; concrete size; concrete time (ns) ; sign slice; sign size;sign time ; parity slice; parity size; parity time 
(let* ((hmax 3) (vfszi (begin 30 -27 30)) (kp (begin -21 9)) (br (/ -3 -15)) (thvxv (if #f -24 -4)) (wkzz 29)) (+ (begin (set! br (* 0 (+ kp br))) (if (= -3 28) (+ -27 1) (+ kp 20)) (/ thvxv (* (* 3 kp) (* (- -19 vfszi) -23))) 29 -20) (begin (- (if #t -8 (/ -14 (- (* (* -15 (+ hmax 1)) 25) -18))) 29) (set! vfszi (begin 20 -18)) (* hmax -13) (set! kp 19) 18)));94;-28;(let* ((kp (dummy 1)) (br (dummy 0))) (+ (begin (set! br (* 0 (+ kp br))) -20) (begin (set! kp 19) 18)));23;300;(let* ((kp (dummy 2)) (br (dummy 2))) (+ (begin (set! br (* 0 (+ kp br))) -20) (begin (set! kp 19) 18)));23;200;(let* ((kp (dummy 1)) (br (dummy 0))) (+ (begin (set! br (* 0 (+ kp br))) -20) (begin (set! kp 19) 18)));23;200
(letrec* ((ctuid (begin (* 26 -6) -19 -21)) (dlnb (- (begin -21 22 18) (if #f (letrec* () 9) (if (< 27 18) 18 (* 3 12))))) (tlom -17) (z 0) (wfxgxd (if #f 5 -14)) (mxub 27)) (begin (set! ctuid (+ mxub 1)) (+ ctuid (- 10 15)) -22 -25));50;-12;(letrec* ((ctuid (dummy 1)) (dlnb (- (begin 18) (if #f (letrec* () 9) (if (< 27 18) 18 (* 3 12))))) (mxub 27)) (begin (set! ctuid (+ mxub 1))));29;200;(letrec* ((ctuid (dummy -2)) (dlnb (- (begin 18) (if #f (letrec* () 9) (if (< 27 18) 18 (* 3 12))))) (mxub 27)) (begin (set! ctuid (+ mxub 1))));29;500;(letrec* ((ctuid (dummy 1)) (dlnb (- (begin 18) (if #f (letrec* () 9) (if (< 27 18) 18 (* 3 12))))) (mxub 27)) (begin (set! ctuid (+ mxub 1))));29;100
(let* ((czezc (if #t -18 7)) (jlfpp 21) (cfcu 20)) (+ (/ cfcu -21) (if (= cfcu -3) (/ czezc jlfpp) (+ (/ (if (= -6 cfcu) (+ (+ 23 (+ 25 3)) -18) cfcu) (if (< -7 5) (/ czezc (+ cfcu 23)) -9)) cfcu))));56;19;(let* ((jlfpp 21) (cfcu 20)) '());4;100;(let* ((jlfpp 21) (cfcu 20)) '());4;400;(let* ((jlfpp 21) (cfcu 20)) '());4;300
(letrec* ((nkjqyu (letrec* ((gw (if #t 24 11)) (v (if #t 1 17)) (ub 7)) (letrec* ((u v)) (- (* ub (- u 7)) u)))) (idnwdg (begin 4 -4)) (pphz -10) (xjulsh 0) (n (- -4 -28)) (mx 28)) (+ n 6));37;-14;(letrec* ((nkjqyu (letrec* ((v (if #t 1 17)) (ub 7)) (letrec* ((u v)) (- (* ub (- u 7)) u)))) (n (- -4 -28))) '());24;300;(letrec* ((nkjqyu (letrec* ((v (if #t 1 17)) (ub 7)) (letrec* ((u v)) (- (* ub (- u 7)) u)))) (n (- -4 -28))) '());24;200;(letrec* ((nkjqyu (letrec* ((v (dummy 1)) (ub 7)) (letrec* ((u v)) (- (* ub (- u 7)) u)))) (n (- -4 -28))) '());23;300
(letrec* ((gfr (/ -14 -1)) (d (/ (- (- -26 11) 4) (/ 28 (if #t 14 20)))) (ughtkm (+ 13 (if #f -29 25))) (cyur -23) (qn -1)) (begin (* (if (< cyur -27) -22 (if #t -22 -4)) ughtkm) (let () -11) (set! cyur (- d -16)) (* 27 25) 1));56;14;(letrec* ((cyur -23) (qn -1)) '());4;300;(letrec* ((cyur -23) (qn -1)) '());4;300;(letrec* ((cyur -23) (qn -1)) '());4;200
(let ((lizkd -19) (dkhkwv (if #f -30 20)) (c -9)) (/ -8 24));11;-22;(let ((c -9)) '());3;100;(let ((c -9)) '());3;200;(let ((c -9)) '());3;100
(letrec* ((ezy -8) (co (/ (+ (if #t -4 -5) (/ 30 (if #f 9 -28))) -10)) (vke (- (letrec* () -12) 3)) (eliv (if #t 5 1)) (b (+ 30 26)) (szdnmn -6)) (- (let* ((cdm (- -1 b)) (molyg (if #t 7 (+ (+ 11 eliv) (- 0 eliv)))) (ep -25)) (begin (if #t szdnmn -13) -27 11)) 8));61;13;(letrec* ((vke (- (letrec* () -12) 3)) (b (+ 30 26))) (- (let* () (begin 11)) 8));16;200;(letrec* ((vke (- (letrec* () -12) 3)) (b (+ 30 26))) (- (let* () (begin 11)) 8));16;200;(letrec* ((vke (- (letrec* () -12) 3)) (b (+ 30 26))) (- (let* () (begin 11)) 8));16;200
(letrec* ((hh 11) (fnbhh 13) (msbbfo 26) (lp -6)) (if (< (- 21 23) lp) (* (begin (* -9 11) (* 11 -20) (/ 15 (+ (* -12 msbbfo) (- fnbhh 0))) lp) (+ (begin (+ hh hh) msbbfo (- (/ (- fnbhh -10) lp) (/ -1 hh))) (* -13 (+ (* (/ 21 17) -16) -8)))) -15));73;29;(letrec* ((fnbhh 13) (lp -6)) '());4;200;(letrec* ((fnbhh 13) (lp -6)) '());4;1200;(letrec* ((fnbhh 13) (lp -6)) '());4;200
(let* ((n (* (- (/ -18 -25) 25) (- 13 6))) (kbtiyp (begin 7 28)) (vk (+ 1 0)) (meln 3)) (let* ((nab (begin -26 (set! n -12) (- 4 kbtiyp))) (vxnpm 1) (x (/ 18 -26)) (ffdq -8)) (letrec* ((jgizp (* (- vxnpm (+ 4 ffdq)) -18))) -3)));49;5;(let* () (let* ((vxnpm 1) (ffdq -8)) '()));5;100;(let* () (let* ((vxnpm 1) (ffdq -8)) '()));5;400;(let* () (let* ((vxnpm 1) (ffdq -8)) '()));5;200
(let* ((sp (begin -13 4 9 -26)) (rcwrgk (* (begin 25 2 21) -24)) (drnjfk (+ 1 1)) (ussbc 13) (eoes 19) (n -27)) (begin (set! n 29) 24 (set! sp ussbc) (/ -2 (- n 7))));33;19;(let* ((rcwrgk (* (begin 21) -24))) '());7;100;(let* ((rcwrgk (* (begin 21) -24))) '());7;300;(let* ((rcwrgk (* (begin 21) -24))) '());7;200
(let* ((zbn 21) (tgyac -19) (pru 15) (a -6) (glogy 18) (qctyfr -8)) (if #t (* -23 -13) (+ (* glogy -26) (+ qctyfr (* pru glogy)))));26;17;(let* ((qctyfr -8)) '());3;100;(let* ((qctyfr -8)) '());3;300;(let* ((qctyfr -8)) '());3;100
(let ((at (- (- (let* () -8) 24) (begin 28 0 29))) (howolg (let* ((or -18)) (+ (* -16 (+ (- 27 or) or)) 30))) (qxb (if (= -1 -21) (+ -27 -26) 17)) (zunv (/ -29 -7)) (kdxvgj 25)) 24);43;21;(let ((at (- (- (let* () -8) 24) (begin 29))) (howolg (let* ((or -18)) (+ (* -16 (+ (- 27 or) or)) 30)))) '());26;200;(let ((at (- (- (let* () -8) 24) (begin 29))) (howolg (let* ((or -18)) (+ (* -16 (+ (- 27 or) or)) 30)))) '());26;200;(let ((at (- (- (let* () -8) 24) (begin 29))) (howolg (let* ((or -18)) (+ (* -16 (+ (- 27 or) or)) 30)))) '());26;200
(letrec* ((rmdxtv 27) (mohxr 12) (lcms 10) (yt (begin -18 23)) (fnn (if #f 20 3)) (bemz -2)) (- 7 (- rmdxtv (if #f (+ (if (< -22 lcms) -8 (if #f rmdxtv -5)) -11) -23))));34;28;(letrec* ((lcms 10) (fnn (if #f 20 3))) '());7;500;(letrec* ((lcms 10) (fnn (if #f 20 3))) '());7;500;(letrec* ((lcms 10) (fnn (if #f 20 3))) '());7;100
(letrec* ((h -25) (crt 8) (uluezz 24) (ew (if #t -17 (if #f 30 3))) (x (* -15 11)) (d 30)) (begin x (set! h 29) 22));21;-8;(letrec* ((x (* -15 11))) '());6;200;(letrec* ((x (* -15 11))) '());6;200;(letrec* ((x (* -15 11))) '());6;200
(letrec* ((oguve 23) (ijdtf (/ 14 (- 6 19))) (d (if #f 14 15)) (jyquom 3)) (begin 8 (+ 4 (/ -26 oguve))));23;23;(letrec* ((jyquom 3)) '());3;200;(letrec* ((jyquom 3)) '());3;400;(letrec* ((jyquom 3)) '());3;300
(letrec* ((jpja (- (if #t -6 5) -5)) (wanne -3) (r (- 0 27)) (sesy 19)) sesy);15;-18;(letrec* ((r (- 0 27))) '());6;200;(letrec* ((r (- 0 27))) '());6;400;(letrec* ((r (- 0 27))) '());6;200
(let* ((zlwva (begin -6 0 5)) (ueb -27) (ogxrfd -26) (bv -16) (p 11) (hiv -29)) (if #f (+ (- (+ (/ (/ zlwva hiv) 17) 6) (/ (let* () 26) (* (* -30 (* -17 8)) 13))) zlwva) (/ zlwva (- (* (* 22 -3) (if #t (* ogxrfd -29) hiv)) (* (begin 21 ogxrfd) ogxrfd)))));65;3;(let* ((zlwva (dummy 1)) (bv -16) (hiv -29)) (if #f (+ (- (+ (/ (/ zlwva hiv) 17) 6) (/ (let* () 26) (* (* -30 (* -17 8)) 13))) zlwva) '()));38;200;(let* ((zlwva (dummy 2)) (bv -16) (hiv -29)) (if #f (+ (- (+ (/ (/ zlwva hiv) 17) 6) (/ (let* () 26) (* (* -30 (* -17 8)) 13))) zlwva) '()));38;200;(let* ((zlwva (dummy 1)) (bv -16) (hiv -29)) (if #f (+ (- (+ (/ (/ zlwva hiv) 17) 6) (/ (let* () 26) (* (* -30 (* -17 8)) 13))) zlwva) '()));38;100
(letrec* ((xj -28) (nvbca (letrec* ((beglj -7)) (* beglj beglj))) (kxlsa (* (begin -9 6) 26)) (wwvafc (if #f -12 -26)) (tx (/ -21 -28)) (l -21)) (+ 11 -20));27;1;(letrec* ((nvbca (letrec* ((beglj -7)) (* beglj beglj)))) '());8;200;(letrec* ((nvbca (letrec* ((beglj -7)) (* beglj beglj)))) '());8;200;(letrec* ((nvbca (letrec* ((beglj -7)) (* beglj beglj)))) '());8;200
(letrec* ((yleuyv 9) (jcaz (+ 15 (* 15 9))) (t -18) (qcb 3)) (if #f (* (begin (begin (/ (/ -16 (- 8 (- 24 -22))) 13) -28) (set! qcb (if #f (- (- (/ -12 (- -15 (+ -3 (* qcb 3)))) -20) qcb) 23)) qcb 25) (* 1 -29)) 24));61;-4;(letrec* ((yleuyv 9) (qcb 3)) (if #f (* (begin (set! qcb (if #f (- (- (/ -12 (- -15 (+ -3 (* qcb 3)))) -20) qcb) 23)) 25) (* 1 -29)) '()));37;200;(letrec* ((yleuyv 9) (qcb 3)) (if #f (* (begin (set! qcb (if #f (- (- (/ -12 (- -15 (+ -3 (* qcb 3)))) -20) qcb) 23)) 25) (* 1 -29)) '()));37;200;(letrec* ((yleuyv 9) (qcb 3)) (if #f (* (begin (set! qcb (if #f (- (- (/ -12 (- -15 (+ -3 (* qcb 3)))) -20) qcb) 23)) 25) (* 1 -29)) '()));37;200
(let ((sc (if #t (+ (/ (if #f -18 -25) 13) -20) (/ (if #f (+ (- -10 -27) (* -15 -7)) (if #t -16 3)) 2))) (kb (+ (- (if (< -3 3) -29 -14) -19) (- (* 22 5) (* -28 (/ -7 -17))))) (gjn -14) (jrmfj (let* () -29)) (kjrhti (/ -22 13)) (qdfl -22)) (begin (set! kb (begin (set! kb (- (- (/ -12 kb) 7) -22)) (+ -6 kjrhti))) (begin (set! jrmfj (- 6 -9)) -25) (set! sc 15) (set! kjrhti (- -2 (* 21 3))) (* -28 -9)));104;23;(let ((kb (dummy 0)) (jrmfj (let* () -29)) (kjrhti (dummy 0)) (qdfl -22)) (begin (set! kb (begin (set! kb (- (- (/ -12 kb) 7) -22)) (+ -6 kjrhti)))));28;800;(let ((kb (dummy 3)) (jrmfj (let* () -29)) (kjrhti (dummy -2)) (qdfl -22)) (begin (set! kb (begin (set! kb (- (- (/ -12 kb) 7) -22)) (+ -6 kjrhti)))));28;200;(let ((kb (dummy 0)) (jrmfj (let* () -29)) (kjrhti (dummy 0)) (qdfl -22)) (begin (set! kb (begin (set! kb (- (- (/ -12 kb) 7) -22)) (+ -6 kjrhti)))));28;200
(letrec* ((f (/ -26 -16)) (av -23) (ireht (begin -18 30)) (glsn 21) (wjf 13)) (if (< av av) f (+ 12 (if #f -15 (begin f -28 15)))));27;-26;(letrec* ((av -23) (wjf 13)) '());4;300;(letrec* ((av -23) (wjf 13)) '());4;500;(letrec* ((av -23) (wjf 13)) '());4;200
(letrec* ((kuag (begin 10 -1)) (vd -1) (piec (- -26 11)) (lue -4)) (let ((chsr (if #f (begin 27 (/ -6 (/ -29 vd))) (begin -16 (* vd -7)))) (lgzu (if #t (+ -11 piec) (+ 18 (- piec (* -13 -17))))) (uvzx (* (- lue -17) 10)) (hkj 6)) (let* ((a (* 13 1)) (no (/ (/ 8 uvzx) (* -3 (/ kuag piec))))) (+ (/ -12 (/ (* lue -24) chsr)) 16))));83;-6;(letrec* ((vd -1)) (let ((chsr (if #f (begin (/ -6 (/ -29 vd))) (begin (* vd -7))))) '()));19;100;(letrec* ((vd -1)) (let ((chsr (if #f (begin (/ -6 (/ -29 vd))) (begin (* vd -7))))) '()));19;500;(letrec* ((vd -1)) (let ((chsr (if #f (begin (/ -6 (/ -29 vd))) (begin (* vd -7))))) '()));19;100
(let ((ebg (begin 21 -8)) (picphk 5) (cshgrb 19)) (begin (- (- ebg 16) cshgrb) -16 ebg cshgrb (set! cshgrb 7) (* -9 (+ picphk -20))));26;3;(let ((ebg (begin -8))) '());4;200;(let ((ebg (begin -8))) '());4;400;(let ((ebg (begin -8))) '());4;900
(let ((add (letrec* ((anv 1) (ratbv 0)) (begin 24 (- anv (/ -23 16))))) (dozst (* (* (* 11 (- 29 -6)) (- (+ 12 25) (+ 25 -18))) -25)) (b (+ 23 (begin 29 -1))) (whxs (+ 23 (/ -10 30))) (iao (- 13 -17)) (fuy 17)) -12);54;23;(let ((add (letrec* ((anv 1)) (begin (- anv (/ -23 16))))) (fuy 17)) '());13;200;(let ((add (letrec* ((anv 1)) (begin (- anv (/ -23 16))))) (fuy 17)) '());13;200;(let ((add (letrec* ((anv 1)) (begin (- anv (/ -23 16))))) (fuy 17)) '());13;200
(let* ((iy 7) (syysg -8) (kr (if #t -16 -13)) (op 20)) (+ op -29));12;7;(let* ((op 20)) '());3;200;(let* ((op 20)) '());3;300;(let* ((op 20)) '());3;200
(let ((ijpmvo (/ 3 -2)) (jtozn (begin 16 18 7 -28)) (erqzpp (+ (begin 21 28) (begin 6 17))) (e (- (- -7 -14) 12)) (a (if #t 25 21)) (ie 20)) jtozn);31;6;(let ((ijpmvo (/ 3 -2))) '());6;200;(let ((ijpmvo (/ 3 -2))) '());6;300;(let ((ijpmvo (/ 3 -2))) '());6;200
(let* ((tj (let* ((kpemh 13) (h -20)) (if #t (if (< -30 (- kpemh (/ kpemh -12))) (* -13 (* -20 kpemh)) (+ -10 h)) (letrec* () (/ h h))))) (gecw (- -15 (if #f (begin -14 25) (/ 21 -18)))) (z -23) (w 22) (tywdbm (/ -9 -16)) (sfl -9)) -24);53;11;(let* ((tj (let* ((kpemh 13) (h -20)) (if #t (if (< -30 (- kpemh (/ kpemh -12))) (* -13 (* -20 kpemh)) (+ -10 h)) (letrec* () (/ h h))))) (sfl -9)) '());35;200;(let* ((tj (let* ((kpemh 13) (h -20)) (if #t (if (< -30 (- kpemh (/ kpemh -12))) (* -13 (* -20 kpemh)) (+ -10 h)) (letrec* () (/ h h))))) (sfl -9)) '());35;600;(let* ((tj (let* ((kpemh 13) (h -20)) (if #t (if (< -30 (- kpemh (/ kpemh -12))) (* -13 (* -20 kpemh)) (+ -10 h)) (letrec* () (/ h h))))) (sfl -9)) '());35;100
(letrec* ((xt (/ -15 -22)) (q -15)) q);7;18;(letrec* ((xt (/ -15 -22))) '());6;100;(letrec* ((xt (/ -15 -22))) '());6;500;(letrec* ((xt (/ -15 -22))) '());6;100
(let ((uq -12) (evxpzw (+ (/ -24 -21) (begin 9 -28))) (gnn 21) (z 17) (yzsywv 26)) evxpzw);15;-29;(let ((evxpzw (+ (/ -24 -21) (begin -28)))) '());10;400;(let ((evxpzw (+ (/ -24 -21) (begin -28)))) '());10;600;(let ((evxpzw (+ (/ -24 -21) (begin -28)))) '());10;200
(let* ((a (if #t -2 (/ (/ -15 (let () 11)) (* (begin -24 -21) 18)))) (btfiu (+ (begin 26 -20 -2) (begin -16 -26))) (xenbow (* 15 -21)) (kkcsbq (- -5 (if #t -14 -21))) (vhzn (+ 0 -2)) (ixsze 27)) (* -29 -2));46;21;(let* ((a (if #t -2 (/ (/ -15 (let () 11)) (* (begin -21) 18)))) (kkcsbq (- -5 (if #t -14 -21)))) '());24;100;(let* ((a (if #t -2 (/ (/ -15 (let () 11)) (* (begin -21) 18)))) (kkcsbq (- -5 (if #t -14 -21)))) '());24;200;(let* ((a (if #t -2 (/ (/ -15 (let () 11)) (* (begin -21) 18)))) (kkcsbq (- -5 (if #t -14 -21)))) '());24;700
(let* ((eehdgk (* (* (* (if #t -23 4) 11) (if #t 28 11)) (letrec* ((d -17)) 11))) (pbe (begin -27 30)) (mm (/ -5 (if #t 6 4))) (hgd (if #t -28 2)) (kh 25)) (if #t (begin (if #f (if #t (/ hgd 2) 17) hgd) (set! eehdgk eehdgk) (set! mm (* (* 29 (/ (+ 27 -19) (- pbe -26))) 20)) (* (- (+ (/ kh -4) -4) (- -19 (+ (/ -15 kh) -30))) (/ kh (- (/ (+ 20 eehdgk) mm) pbe)))) (- (begin (* 13 (/ mm (+ 9 -16))) (if #t mm (- 29 -7)) (set! kh (* eehdgk eehdgk)) mm) (* (begin (+ eehdgk 17) 26) -28))));135;-12;(let* ((eehdgk (* (* (* (if #t -23 4) 11) (if #t 28 11)) (letrec* ((d -17)) 11))) (hgd (if #t -28 2))) (if #t (begin (set! eehdgk eehdgk)) '()));29;200;(let* ((eehdgk (* (* (* (if #t -23 4) 11) (if #t 28 11)) (letrec* ((d -17)) 11))) (hgd (if #t -28 2))) (if #t (begin (set! eehdgk eehdgk)) '()));29;300;(let* ((eehdgk (* (* (* (if #t -23 4) 11) (if #t 28 11)) (letrec* ((d -17)) 11))) (hgd (if #t -28 2))) '());24;300
(let* ((v 29) (islesa 16) (bftx (if (= -3 -14) 2 (if #f -7 -1))) (xccet -26) (rd -25)) (begin (let* () xccet) (if #f (/ 19 bftx) bftx) (set! islesa (/ 5 -6)) v));31;-29;(let* ((islesa 16)) (begin (set! islesa (/ 5 -6))));8;300;(let* ((islesa 16)) (begin (set! islesa (/ 5 -6))));8;200;(let* ((islesa 16)) (begin (set! islesa (/ 5 -6))));8;100
(let ((siigjk (begin 23 -2 -15)) (rpcfp (begin -27 -25)) (xlula -24) (im 17)) (- (+ (if (< -30 -19) (begin (/ im (+ 19 -23)) (- (- (- (- 27 -11) 5) -1) siigjk)) (if #f rpcfp (if #t (* 0 -6) im))) (if #f 12 -18)) (if (= 29 rpcfp) 0 xlula)));61;3;(let ((rpcfp (begin -25)) (im 17)) '());5;200;(let ((rpcfp (begin -25)) (im 17)) '());5;400;(let ((rpcfp (begin -25)) (im 17)) '());5;200
(let ((ads 15) (lyei (- -29 (begin (if #t 25 10) -4 -7))) (hnc 15) (wtht (begin -5 10)) (vv -12) (zyrwts 3)) (+ (+ (let ((fxwdqx -22)) lyei) -28) (if #f vv (+ 2 -3))));33;-26;(let ((lyei (dummy 2)) (hnc 15) (vv -12)) (+ (+ (let () lyei) -28) (if #f vv (+ 2 -3))));20;200;(let ((lyei (dummy 3)) (hnc 15) (vv -12)) (+ (+ (let () lyei) -28) (if #f vv (+ 2 -3))));20;400;(let ((lyei (dummy 2)) (hnc 15) (vv -12)) (+ (+ (let () lyei) -28) (if #f vv (+ 2 -3))));20;200
(let* ((np 30) (k -19) (clkk 22) (tedm (if #t -1 23)) (iltmj 26)) (/ 12 (if (< clkk -26) (begin (begin -10 -17) (if #f 12 np) clkk -25) k)));28;-5;(let* ((np 30) (clkk 22)) '());4;400;(let* ((np 30) (clkk 22)) '());4;400;(let* ((np 30) (clkk 22)) '());4;200
(letrec* ((ith (/ (+ 22 -8) (* -8 -22))) (mocymh -21) (kekaui 14)) (* (- (* -17 kekaui) ith) ith));23;23;(letrec* ((kekaui 14)) '());3;100;(letrec* ((kekaui 14)) '());3;300;(letrec* ((kekaui 14)) '());3;100
(let* ((c (letrec* ((a -10) (zgor -29)) (- 22 (* a zgor)))) (eomjw (* (* (letrec* () 28) (if #t -12 (if #t -28 -15))) -3)) (ss -11) (tcnsn (* -20 13)) (yrolc 13) (wjr -15)) (/ (begin yrolc tcnsn 13) (if #f (- yrolc (if (= yrolc (/ -4 -8)) ss 26)) (/ 26 eomjw))));57;-16;(let* ((c (letrec* ((a -10) (zgor -29)) (- 22 (* a zgor)))) (eomjw (* (* (letrec* () 28) (if #t -12 (if #t -28 -15))) -3)) (ss -11) (yrolc 13)) '());28;200;(let* ((c (letrec* ((a -10) (zgor -29)) (- 22 (* a zgor)))) (eomjw (* (* (letrec* () 28) (if #t -12 (if #t -28 -15))) -3)) (ss -11) (yrolc 13)) '());28;400;(let* ((c (letrec* ((a -10) (zgor -29)) (- 22 (* a zgor)))) (eomjw (* (* (letrec* () 28) (if #t -12 (if #t -28 -15))) -3)) (ss -11) (yrolc 13)) '());28;200
(let ((yz 28) (fmtpr -26) (oas 8) (y (- 30 -7)) (xrlxjb -26)) (/ (- (+ (letrec* ((alt -28)) (+ (/ (/ alt 23) alt) -8)) -19) -10) 29));30;-7;(let () (/ (- (+ (letrec* ((alt -28)) (+ (/ (/ alt 23) alt) -8)) -19) -10) 29));22;300;(let () (/ (- (+ (letrec* ((alt -28)) (+ (/ (/ alt 23) alt) -8)) -19) -10) 29));22;200;(let () (/ (- (+ (letrec* ((alt -28)) (+ (/ (/ alt 23) alt) -8)) -19) -10) 29));22;200
(let* ((s (if #t -10 28)) (b 29) (zb -10) (jyfmw -21) (m 26) (pfctuk 5)) (+ (- m (- jyfmw (/ pfctuk b))) pfctuk));23;-12;(let* ((s (if #t -10 28))) '());6;200;(let* ((s (if #t -10 28))) '());6;200;(let* ((s (if #t -10 28))) '());6;100
(let* ((xow 8) (t 22) (crwrkw -8)) t);5;19;(let* ((t 22)) '());3;200;(let* ((t 22)) '());3;300;(let* ((t 22)) '());3;100
(let* ((hinbqf -18) (e (/ -24 -29)) (nou 8) (dewc -2)) 26);9;14;(let* ((nou 8)) '());3;100;(let* ((nou 8)) '());3;200;(let* ((nou 8)) '());3;100
(let* ((uwm (+ (if #t -30 -15) -26)) (ej (if #t 30 25)) (uul 8)) (begin (let* ((dmv (/ -14 14))) (/ ej uwm)) (set! uwm (+ -15 (if #f -24 4))) ej 28 (* ej (/ uwm (* (* -3 ej) (* -26 (+ (- -14 uwm) uwm)))))));55;4;(let* ((uwm (dummy 2))) (begin (set! uwm (+ -15 (if #f -24 4)))));13;200;(let* ((uwm (dummy -2))) (begin (set! uwm (+ -15 (if #f -24 4)))));13;200;(let* ((uwm (dummy 2))) (begin (set! uwm (+ -15 (if #f -24 4)))));13;200
(let* ((lvdd 16) (hw (begin -13 -29)) (kj 2) (qyqtzm -30) (hcjak -24) (hubbty 6)) (+ hw (- (/ (- -23 -16) (if #f -3 (begin -27 -4))) -7)));27;-14;(let* ((hcjak -24)) '());3;100;(let* ((hcjak -24)) '());3;200;(let* ((hcjak -24)) '());3;300
(let* ((hsvhu (letrec* () 25)) (aztma -10) (ast -24)) (letrec* ((p (* (/ (if #f aztma -13) (* (- ast ast) -18)) -16)) (hek ast) (yqowg aztma) (bs (/ aztma -7))) (let ((cjat (/ hek bs)) (arap -21)) -15)));35;-16;(let* ((hsvhu (letrec* () 25)) (aztma -10) (ast -24)) (letrec* ((bs (/ aztma -7))) '()));11;100;(let* ((hsvhu (letrec* () 25)) (aztma -10) (ast -24)) (letrec* ((bs (/ aztma -7))) '()));11;200;(let* ((hsvhu (letrec* () 25)) (aztma -10) (ast -24)) (letrec* ((bs (/ aztma -7))) '()));11;300
(letrec* ((wedlf (letrec* ((f -15) (un 18)) (- un 15))) (vxoqu -7) (ie (if (< 18 -18) (begin -13 4) (let () -8))) (jk (- (* -20 -11) (* -17 -15))) (u -21) (ierc 21)) (/ 5 (* jk (+ (+ -12 ierc) (- ierc 15)))));47;-7;(letrec* ((wedlf (letrec* ((un 18)) (- un 15))) (ie (if (< 18 -18) (begin 4) (let () -8))) (ierc 21)) '());18;200;(letrec* ((wedlf (letrec* ((un 18)) (- un 15))) (ie (if (< 18 -18) (begin 4) (let () -8))) (ierc 21)) '());18;200;(letrec* ((wedlf (letrec* ((un 18)) (- un 15))) (ie (if (< 18 -18) (begin 4) (let () -8))) (ierc 21)) '());18;200
(let* ((iizh (begin 19 30 -10 18)) (gehw (/ (if #t (/ 6 7) (if #t -9 21)) (+ -28 25))) (lqk -8) (pivuk (+ 19 1)) (gpn 9)) lqk);29;-8;(let* ((lqk -8)) '());3;300;(let* ((lqk -8)) '());3;200;(let* ((lqk -8)) '());3;200
(let* ((hokf 3) (xqxz (if #f 20 7)) (tdkcpn (if #f -6 22)) (po -16)) xqxz);12;18;(let* ((tdkcpn (if #f -6 22))) '());6;300;(let* ((tdkcpn (if #f -6 22))) '());6;200;(let* ((tdkcpn (if #f -6 22))) '());6;200
(letrec* ((nre (+ (- (begin -5 5) -15) (if #t (/ -13 29) (letrec* ((mqncr 3)) (/ mqncr 29))))) (pttnss -13) (qrqwf 19) (xxpz -7) (m -25) (ds -4)) qrqwf);27;-16;(letrec* ((nre (+ (- (begin 5) -15) (if #t (/ -13 29) (letrec* ((mqncr 3)) (/ mqncr 29))))) (qrqwf 19)) '());22;100;(letrec* ((nre (+ (- (begin 5) -15) (if #t (/ -13 29) (letrec* ((mqncr 3)) (/ mqncr 29))))) (qrqwf 19)) '());22;400;(letrec* ((nre (+ (- (begin 5) -15) (if #t (/ -13 29) (letrec* ((mqncr 3)) (/ mqncr 29))))) (qrqwf 19)) '());22;500
(let ((gn (if #t -3 (+ (begin -6 29) 19))) (va (- (- -19 -6) (if (< -4 7) (- 16 2) 29))) (ju -24) (tqxcs -2) (e 18)) (let* ((tlft (begin (+ 13 21) 25)) (mn (* (+ -8 -18) -9)) (anfwn (- -2 (/ tqxcs -5))) (zfau gn)) (/ (* -10 -16) tlft)));58;-29;(let ((tqxcs -2)) (let* ((anfwn (- -2 (/ tqxcs -5)))) '()));11;200;(let ((tqxcs -2)) (let* ((anfwn (- -2 (/ tqxcs -5)))) '()));11;600;(let ((tqxcs -2)) (let* ((anfwn (- -2 (/ tqxcs -5)))) '()));11;200
(let* ((xxny 18) (emxylh 7) (ga (* -28 8)) (vvbchd -21) (zvbc -27)) -18);10;15;(let* ((xxny 18)) '());3;200;(let* ((xxny 18)) '());3;500;(let* ((xxny 18)) '());3;100
(let ((syi (* (* (let* () -28) (if #t (if #t -27 11) 23)) (begin (if #t 7 28) 26 4))) (jwwvh 30) (fkzb -11) (umz (if #t 12 7)) (hpn 18)) umz);29;-15;(let ((syi (* (* (let* () -28) (if #t (if #t -27 11) 23)) (begin 4)))) '());17;200;(let ((syi (* (* (let* () -28) (if #t (if #t -27 11) 23)) (begin 4)))) '());17;400;(let ((syi (* (* (let* () -28) (if #t (if #t -27 11) 23)) (begin 4)))) '());17;1200
